Date, Open, High, Low, Close, Volume
01/06/16, 75.00, 75.85, 74.85, 75.27, 16092020
01/05/16, 76.25, 76.51, 75.54, 76.27, 8972650
01/04/16, 76.06, 76.38, 75.01, 75.70, 13476760
12/31/15, 78.24, 78.80, 77.55, 77.55, 6538335
12/30/15, 79.07, 79.19, 78.255, 78.35, 4230445
12/29/15, 79.00, 79.39, 78.90, 79.21, 4627142
12/28/15, 78.04, 78.65, 77.82, 78.53, 3680933
12/24/15, 78.35, 78.71, 78.18, 78.26, 2188783
12/23/15, 78.08, 78.6639, 77.56, 78.56, 6335907
12/22/15, 77.43, 77.4899, 76.66, 77.38, 5699106
12/21/15, 76.90, 77.36, 76.40, 77.17, 8442145
12/18/15, 78.04, 78.19, 76.28, 76.32, 16271170
12/17/15, 79.98, 80.28, 78.63, 78.69, 7555339
12/16/15, 79.45, 79.98, 78.15, 79.86, 10497510
12/15/15, 78.37, 79.45, 78.21, 78.62, 11355320
12/14/15, 76.20, 77.33, 75.58, 76.87, 10360980
12/11/15, 77.14, 77.14, 75.52, 76.11, 15625800
12/10/15, 77.91, 79.11, 77.625, 78.12, 8717058
12/09/15, 78.83, 79.75, 77.3975, 77.88, 15361480
12/08/15, 78.98, 79.67, 78.36, 79.07, 11343970
12/07/15, 80.13, 80.49, 79.07, 79.55, 15262380
12/04/15, 78.58, 80.40, 78.45, 80.40, 9944571
12/03/15, 79.36, 79.77, 78.08, 78.29, 8689600
12/02/15, 79.83, 80.15, 78.97, 79.04, 7309979
12/01/15, 79.53, 79.93, 78.765, 79.91, 6702065
11/30/15, 80.06, 80.13, 78.96, 79.01, 8874643
11/27/15, 79.64, 80.15, 79.61, 79.84, 3139602
11/25/15, 79.78, 80.09, 79.56, 79.56, 4268669
11/24/15, 79.23, 80.20, 79.21, 79.79, 6040756
11/23/15, 80.59, 80.78, 79.56, 80.11, 5910579
11/20/15, 80.59, 81.00, 79.98, 80.19, 6764313
11/19/15, 80.60, 81.01, 79.85, 80.15, 6082166
11/18/15, 78.96, 80.50, 78.74, 80.46, 7212397
11/17/15, 78.94, 79.275, 78.47, 78.83, 6942598
11/16/15, 77.79, 78.91, 77.58, 78.90, 7804955
11/13/15, 78.02, 78.97, 77.77, 78.11, 9913239
11/12/15, 78.86, 79.1495, 78.14, 78.31, 8939839
11/11/15, 79.85, 80.25, 79.17, 79.18, 8024387
11/10/15, 77.65, 79.53, 77.61, 79.48, 8440283
11/09/15, 78.40, 78.40, 77.29, 78.04, 10157290
11/06/15, 79.57, 79.57, 78.32, 78.75, 8221596
11/05/15, 78.42, 79.71, 78.42, 79.26, 9392585
11/04/15, 78.37, 78.83, 77.90, 78.35, 8640849
11/03/15, 75.13, 78.58, 74.81, 77.90, 18899900
11/02/15, 75.19, 76.21, 74.53, 75.22, 29965980
10/30/15, 78.72, 78.81, 77.56, 77.58, 11186480
10/29/15, 78.59, 78.71, 77.93, 78.51, 7648608
10/28/15, 77.82, 78.89, 77.44, 78.87, 10850220
10/27/15, 78.03, 78.18, 77.055, 77.52, 9527422
10/26/15, 78.08, 78.31, 77.09, 78.18, 8019362
10/23/15, 77.46, 77.63, 74.95, 77.07, 11971310
10/22/15, 75.89, 76.85, 75.64, 76.42, 9093433
10/21/15, 76.94, 76.94, 75.31, 75.46, 7323764
10/20/15, 76.64, 76.89, 75.93, 76.28, 8148823
10/19/15, 75.93, 77.325, 75.93, 76.99, 9952627
10/16/15, 75.33, 76.54, 74.79, 76.00, 9117387
10/15/15, 74.96, 75.41, 74.58, 75.34, 6856217
10/14/15, 74.84, 75.26, 73.72, 74.20, 7568289
10/13/15, 74.46, 75.25, 74.15, 75.00, 7439403
10/12/15, 73.74, 75.43, 73.67, 74.99, 5586253
10/09/15, 74.04, 74.0899, 73.40, 73.98, 5947767
10/08/15, 73.00, 73.93, 72.83, 73.90, 5713137
10/07/15, 72.68, 73.23, 72.45, 73.22, 6273559
10/06/15, 72.22, 72.54, 71.83, 72.08, 5782470
10/05/15, 71.06, 72.34, 70.92, 72.23, 7286755
10/02/15, 68.80, 70.73, 68.36, 70.67, 7460435
10/01/15, 70.09, 70.77, 68.98, 69.99, 8679888
09/30/15, 69.32, 69.66, 68.26, 69.66, 9309180
09/29/15, 67.52, 68.70, 67.20, 68.53, 11326670
09/28/15, 70.19, 70.28, 67.03, 67.20, 15261200
09/25/15, 71.19, 71.46, 70.21, 70.69, 7756572
09/24/15, 70.35, 70.63, 69.64, 70.24, 8406708
09/23/15, 70.16, 71.145, 69.90, 70.95, 10655800
09/22/15, 70.00, 70.39, 69.31, 70.25, 11394030
09/21/15, 70.62, 71.32, 70.22, 70.78, 12756520
09/18/15, 69.82, 70.81, 69.71, 69.79, 14508060
09/17/15, 71.30, 72.32, 70.50, 70.96, 7663296
09/16/15, 70.45, 71.11, 70.05, 70.99, 8207593
09/15/15, 70.48, 70.7467, 69.51, 70.51, 6962608
09/14/15, 70.72, 70.80, 69.615, 70.01, 7059339
09/11/15, 69.86, 70.81, 69.4575, 70.76, 6452146
09/10/15, 69.50, 70.65, 69.46, 70.23, 7244174
09/09/15, 70.75, 71.375, 69.43, 69.60, 9022190
09/08/15, 70.75, 71.01, 69.55, 70.53, 7984865
09/04/15, 69.29, 69.91, 68.64, 69.16, 9469404
09/03/15, 70.45, 71.085, 69.99, 70.40, 9035174
09/02/15, 69.94, 69.95, 68.70, 69.62, 9217978
09/01/15, 69.41, 70.39, 68.50, 68.96, 11491460
08/31/15, 71.91, 72.085, 70.82, 71.30, 8313310
08/28/15, 72.10, 72.665, 71.60, 72.46, 6411408
08/27/15, 71.94, 72.49, 70.80, 72.40, 9122241
08/26/15, 69.37, 70.99, 67.90, 70.69, 12219950
08/25/15, 71.69, 71.80, 66.60, 66.97, 14485050
08/24/15, 64.16, 71.06, 60.00, 68.36, 20950619
08/21/15, 72.50, 73.62, 70.96, 71.19, 15752240
08/20/15, 73.56, 74.53, 72.81, 73.95, 12082310
08/19/15, 74.20, 74.96, 73.67, 74.40, 5886855
08/18/15, 74.26, 74.73, 74.01, 74.47, 6325531
08/17/15, 74.00, 74.44, 73.50, 74.41, 3473502
08/14/15, 73.85, 74.40, 73.45, 74.22, 3861503
08/13/15, 73.43, 74.425, 73.38, 73.93, 5992012
08/12/15, 72.87, 73.835, 72.39, 73.54, 7656064
08/11/15, 73.81, 74.27, 73.22, 73.36, 6475970
08/10/15, 74.89, 75.18, 73.85, 74.38, 6183517
08/07/15, 73.68, 74.31, 73.32, 74.21, 6484583
08/06/15, 75.30, 75.42, 73.55, 73.58, 7767766
08/05/15, 76.05, 76.17, 74.92, 74.98, 6976371
08/04/15, 75.53, 76.08, 75.03, 75.27, 6957856
08/03/15, 75.59, 76.04, 75.01, 75.77, 5810801
07/31/15, 76.45, 76.51, 75.32, 75.34, 8526346
07/30/15, 75.89, 76.76, 75.24, 76.38, 6506995
07/29/15, 74.95, 76.43, 74.67, 76.01, 13746930
07/28/15, 74.30, 75.18, 73.85, 74.74, 10054270
07/27/15, 74.28, 74.7099, 73.582, 73.86, 10293790
07/24/15, 76.78, 76.92, 74.40, 74.80, 21196109
07/23/15, 72.20, 72.25, 71.20, 71.75, 10755750
07/22/15, 71.94, 72.15, 71.62, 71.97, 6303165
07/21/15, 72.844, 72.88, 71.76, 72.02, 10919600
07/20/15, 71.29, 73.00, 71.23, 72.70, 10198460
07/17/15, 70.40, 70.96, 70.28, 70.88, 6287563
07/16/15, 70.43, 70.59, 69.97, 70.57, 6512488
07/15/15, 70.13, 70.28, 69.69, 70.02, 4506241
07/14/15, 69.97, 70.30, 69.47, 70.10, 5635409
07/13/15, 69.05, 69.60, 68.83, 69.52, 6832321
07/10/15, 67.98, 68.54, 67.91, 68.42, 5110161
07/09/15, 67.65, 67.9399, 67.02, 67.05, 4837767
07/08/15, 67.01, 67.32, 66.65, 66.73, 5973457
07/07/15, 68.11, 68.20, 66.53, 67.77, 6500716
07/06/15, 67.55, 68.12, 67.36, 68.12, 5270623
07/02/15, 68.15, 68.32, 67.62, 68.24, 5053044
07/01/15, 67.94, 68.30, 67.53, 67.85, 6260775
06/30/15, 67.34, 67.48, 66.76, 67.15, 6811014
06/29/15, 67.99, 68.49, 66.69, 66.72, 9706735
06/26/15, 68.70, 69.21, 68.41, 68.75, 7025589
06/25/15, 69.38, 69.38, 68.51, 68.62, 4705090
06/24/15, 69.11, 69.40, 68.76, 68.86, 4670595
06/23/15, 69.10, 69.5899, 69.09, 69.42, 3888705
06/22/15, 69.32, 69.44, 68.90, 69.09, 5511724
06/19/15, 69.27, 69.33, 68.48, 68.69, 8728814
06/18/15, 68.90, 69.84, 68.88, 69.50, 7596781
06/17/15, 69.11, 69.41, 68.511, 68.75, 7818293
06/16/15, 68.45, 69.17, 68.2903, 69.01, 5937366
06/15/15, 68.72, 68.99, 68.17, 68.57, 5995111
06/12/15, 69.43, 69.7383, 69.02, 69.33, 4900741
06/11/15, 69.70, 70.02, 69.4152, 69.64, 5238730
06/10/15, 68.22, 69.67, 68.11, 69.63, 6807778
06/09/15, 67.67, 68.09, 67.5283, 67.95, 4439728
06/08/15, 68.19, 68.29, 67.62, 67.68, 4864250
06/05/15, 68.29, 68.6998, 68.00, 68.37, 4413051
06/04/15, 68.63, 69.145, 68.025, 68.21, 6460018
06/03/15, 69.26, 69.50, 68.89, 68.95, 4906437
06/02/15, 68.73, 69.46, 68.01, 69.04, 4458019
06/01/15, 69.13, 69.45, 68.43, 69.11, 6309379
05/29/15, 69.33, 69.6043, 68.5151, 68.68, 6678126
05/28/15, 69.48, 69.78, 68.80, 69.56, 3894955
05/27/15, 68.85, 69.74, 68.50, 69.49, 7064824
05/26/15, 69.31, 69.499, 68.31, 68.54, 6228123
05/22/15, 69.30, 69.85, 69.30, 69.62, 4511698
05/21/15, 69.55, 69.87, 69.28, 69.37, 6483841
05/20/15, 70.25, 70.32, 69.48, 69.78, 4870062
05/19/15, 70.14, 70.5625, 70.00, 70.16, 4351021
05/18/15, 69.74, 70.24, 69.13, 70.00, 5554915
05/15/15, 70.10, 70.69, 69.311, 69.57, 7121014
05/14/15, 68.96, 70.03, 68.85, 70.00, 6491067
05/13/15, 68.75, 68.88, 68.19, 68.65, 5130304
05/12/15, 68.55, 69.00, 67.97, 68.69, 7438183
05/11/15, 69.30, 69.70, 68.79, 69.02, 10998490
05/08/15, 67.14, 70.1599, 67.01, 69.47, 18359051
05/07/15, 65.58, 66.78, 65.5375, 66.58, 6660325
05/06/15, 66.15, 66.65, 65.23, 65.67, 7084552
05/05/15, 65.77, 66.39, 65.60, 65.96, 8099808
05/04/15, 66.05, 66.14, 65.47, 65.58, 7426362
05/01/15, 65.22, 66.66, 65.15, 65.77, 10142800
04/30/15, 67.18, 67.50, 65.42, 66.05, 11780630
04/29/15, 66.86, 68.46, 66.78, 67.34, 9812432
04/28/15, 67.31, 67.50, 66.41, 66.77, 6297484
04/27/15, 68.39, 68.61, 66.9301, 67.10, 7122407
04/24/15, 68.13, 68.18, 67.31, 67.48, 6219940
04/23/15, 68.20, 68.2199, 67.52, 67.72, 7193418
04/22/15, 65.82, 69.98, 65.79, 68.01, 20912410
04/21/15, 65.03, 65.83, 64.99, 65.35, 9619744
04/20/15, 65.00, 65.21, 64.58, 64.72, 5948900
04/17/15, 65.10, 65.50, 64.35, 64.52, 11212860
04/16/15, 65.53, 66.01, 65.35, 65.65, 4121327
04/15/15, 65.60, 65.91, 65.30, 65.68, 5347147
04/14/15, 65.52, 65.94, 64.88, 65.53, 5621787
04/13/15, 66.22, 66.80, 65.51, 65.61, 5059770
04/10/15, 66.69, 66.69, 65.93, 66.34, 4628805
04/09/15, 66.57, 66.82, 65.76, 66.44, 5408457
04/08/15, 65.89, 66.84, 65.80, 66.50, 6604178
04/07/15, 65.38, 66.19, 65.31, 65.80, 6660777
04/06/15, 64.73, 65.64, 64.4105, 65.20, 8351174
04/02/15, 64.99, 65.62, 64.81, 65.29, 5083011
04/01/15, 65.45, 65.5195, 64.45, 65.18, 7632997
03/31/15, 65.47, 66.205, 65.39, 65.41, 7400471
03/30/15, 66.02, 66.32, 65.50, 65.66, 11237070
03/27/15, 65.52, 65.81, 65.15, 65.54, 6521105
03/26/15, 65.25, 66.30, 65.02, 65.59, 9487207
03/25/15, 67.10, 67.43, 65.73, 65.73, 13054250
03/24/15, 67.10, 67.69, 66.84, 67.10, 6534817
03/23/15, 68.03, 68.21, 67.07, 67.08, 8128038
03/20/15, 67.25, 67.70, 66.78, 67.41, 15372030
03/19/15, 66.83, 67.19, 65.75, 66.81, 15407490
03/18/15, 66.0225, 66.995, 64.7525, 66.9175, 50658000
03/17/15, 67.015, 67.09, 66.035, 66.125, 14290636
03/16/15, 66.7225, 67.5125, 66.6575, 67.255, 9849580
03/13/15, 67.21, 67.21, 66.125, 66.2575, 12583356
03/12/15, 66.60, 67.50, 66.575, 67.395, 9530808
03/11/15, 66.4075, 66.845, 65.7625, 66.1875, 12105228
03/10/15, 67.41, 67.465, 66.30, 66.30, 11125520
03/09/15, 67.63, 68.0525, 67.27, 67.855, 8903900
03/06/15, 68.35, 68.62, 67.3125, 67.335, 11590692
03/05/15, 68.75, 68.785, 68.4375, 68.5325, 6756076
03/04/15, 68.7875, 68.7875, 68.0625, 68.4375, 8021344
03/03/15, 69.6625, 69.6625, 68.375, 68.825, 8807124
03/02/15, 69.1775, 69.5725, 68.61, 69.5725, 11653460
02/27/15, 68.3675, 68.5475, 67.8275, 67.8275, 7965388
02/26/15, 68.30, 68.625, 68.005, 68.4375, 13459712
02/25/15, 67.815, 68.5575, 67.815, 68.2525, 6842864
02/24/15, 68.4525, 68.4525, 67.7925, 68.1175, 9049176
02/23/15, 68.24, 68.33, 67.5625, 68.2525, 6654672
02/20/15, 67.26, 68.25, 66.765, 68.25, 9034712
02/19/15, 67.5175, 67.5175, 67.00, 67.275, 5654804
02/18/15, 67.7175, 67.75, 67.0375, 67.28, 6429320
02/17/15, 67.87, 67.9975, 67.4675, 67.7175, 6811388
02/13/15, 68.1875, 68.1875, 67.195, 67.4075, 8477504
02/12/15, 66.905, 67.7275, 66.765, 67.7275, 11641792
02/11/15, 66.245, 66.575, 66.0625, 66.4975, 8795424
02/10/15, 66.6875, 66.9675, 65.9067, 66.1375, 9396996
02/09/15, 66.8525, 67.085, 66.32, 66.365, 7834464
02/06/15, 67.9375, 68.1125, 66.51, 66.855, 11241908
02/05/15, 66.8125, 67.95, 66.475, 67.95, 16565612
02/04/15, 64.8975, 66.6825, 64.775, 66.2225, 22170932
02/03/15, 64.1775, 65.1125, 63.685, 64.9475, 15075516
02/02/15, 64.0775, 64.0775, 62.425, 63.835, 13667040
01/30/15, 65.10, 65.9046, 63.7275, 63.7275, 22151504
01/29/15, 61.8825, 62.20, 61.2925, 62.00, 15668440
01/28/15, 63.1325, 63.2525, 61.575, 61.59, 11430860
01/27/15, 63.4475, 63.4475, 62.145, 62.7475, 11027748
01/26/15, 64.235, 64.3225, 63.45, 64.1325, 8552504
01/23/15, 64.63, 65.1625, 64.545, 64.5725, 6166604
01/22/15, 63.8625, 64.75, 63.3425, 64.40, 11565944
01/21/15, 64.04, 64.9075, 63.625, 64.32, 9784004
01/20/15, 64.055, 64.9225, 63.565, 64.21, 14933704
01/16/15, 62.975, 63.775, 62.875, 63.7375, 11137144
01/15/15, 64.1775, 64.3675, 63.09, 63.2825, 10584704
01/14/15, 64.16, 64.65, 63.53, 63.89, 12225292
01/13/15, 65.505, 66.4525, 64.7775, 65.195, 10283952
01/12/15, 65.26, 65.50, 64.785, 65.005, 6425516
01/09/15, 65.9025, 66.117, 64.9426, 65.1325, 10523504
01/08/15, 65.80, 66.28, 65.6575, 66.1125, 10443656
01/07/15, 64.61, 65.285, 64.3625, 65.2375, 9346840
01/06/15, 64.9475, 65.195, 63.7138, 64.375, 11070492
01/05/15, 65.8725, 65.875, 64.7163, 64.7925, 12751200
01/02/15, 65.845, 66.6875, 65.6225, 66.255, 8394080
12/31/14, 66.37, 66.8125, 65.545, 65.55, 6032496
12/30/14, 66.275, 66.345, 65.7705, 66.1375, 4781420
12/29/14, 66.62, 66.925, 66.2625, 66.3575, 5262444
12/26/14, 66.9075, 67.33, 66.655, 66.655, 4768856
12/24/14, 66.3725, 67.2125, 66.345, 66.9075, 5237588
12/23/14, 66.2525, 66.605, 66.015, 66.315, 5539252
12/22/14, 65.605, 66.0775, 65.5075, 66.0525, 5703328
12/19/14, 65.84, 66.145, 65.345, 65.4175, 15563548
12/18/14, 65.46, 66.1125, 65.285, 66.04, 10318072
12/17/14, 63.53, 64.89, 63.425, 64.77, 9726832
12/16/14, 63.23, 64.6125, 63.0875, 63.3525, 12050340
12/15/14, 64.5425, 64.7125, 63.2725, 64.175, 12831172
12/12/14, 65.1325, 66.1125, 64.195, 64.195, 15338560
12/11/14, 65.7375, 66.395, 65.6275, 65.78, 13383756
12/10/14, 65.945, 66.21, 65.25, 65.43, 8551652
12/09/14, 64.875, 66.1825, 64.875, 66.035, 10454000
12/08/14, 65.875, 66.4075, 65.63, 65.775, 12342300
12/05/14, 65.41, 65.8725, 65.25, 65.8375, 7837856
12/04/14, 65.52, 65.5625, 65.013, 65.285, 7403544
12/03/14, 64.91, 65.47, 64.6725, 65.40, 9382216
12/02/14, 64.7925, 65.0625, 64.5563, 65.0025, 8535316
12/01/14, 64.0675, 65.1625, 64.0675, 64.5375, 10925548
11/28/14, 64.6463, 64.875, 64.475, 64.5475, 5186708
11/26/14, 64.37, 64.7375, 63.9001, 64.315, 7978696
11/25/14, 63.84, 64.50, 63.705, 64.315, 12966300
11/24/14, 63.75, 63.8125, 63.40, 63.655, 10724816
11/21/14, 63.785, 64.14, 63.205, 63.555, 11886820
11/20/14, 61.8825, 62.9725, 61.8775, 62.9175, 6703860
11/19/14, 62.5575, 62.7075, 61.7975, 62.465, 6642908
11/18/14, 62.4475, 62.933, 62.2675, 62.4325, 7648780
11/17/14, 62.145, 62.8575, 62.04, 62.45, 9876892
11/14/14, 62.785, 62.79, 62.1825, 62.21, 8532652
11/13/14, 63.10, 63.10, 62.3975, 62.73, 12473228
11/12/14, 62.2125, 63.04, 62.085, 62.9875, 10897364
11/11/14, 62.295, 62.47, 62.04, 62.4325, 8467776
11/10/14, 62.995, 63.10, 62.1325, 62.5525, 13145396
11/07/14, 62.53, 63.1075, 62.26, 63.1075, 9507780
11/06/14, 62.3775, 62.725, 61.885, 62.5225, 13212028
11/05/14, 61.04, 63.085, 61.00, 62.3825, 21939764
11/04/14, 59.9125, 60.7525, 59.775, 60.7425, 16644508
11/03/14, 60.245, 60.80, 59.75, 60.385, 12726516
10/31/14, 59.3225, 60.625, 59.3225, 60.3575, 24956304
10/30/14, 57.1325, 59.82, 57.005, 59.1625, 50857800
10/29/14, 54.0775, 54.60, 53.4375, 53.665, 16095252
10/28/14, 53.6525, 54.215, 53.515, 54.1775, 10517288
10/27/14, 53.265, 53.6825, 53.0525, 53.3525, 6658908
10/24/14, 53.4075, 53.5375, 52.965, 53.37, 10904308
10/23/14, 53.4675, 53.975, 53.17, 53.57, 9729692
10/22/14, 53.3225, 53.4875, 52.6925, 52.73, 11042152
10/21/14, 52.445, 53.345, 51.975, 53.3275, 12985940
10/20/14, 51.3825, 52.05, 51.285, 51.9625, 7634976
10/17/14, 51.21, 51.6425, 50.8925, 51.50, 12731560
10/16/14, 49.2725, 50.8025, 48.7975, 50.75, 15625440
10/15/14, 50.215, 50.4925, 49.2375, 50.0625, 19668072
10/14/14, 51.1025, 51.475, 50.61, 50.68, 14018232
10/13/14, 51.125, 51.9375, 50.93, 51.07, 12203956
10/10/14, 51.9725, 52.3925, 51.245, 51.245, 11750448
10/09/14, 53.0525, 53.0525, 51.895, 51.9275, 10997968
10/08/14, 52.0075, 53.135, 51.925, 53.09, 14039212
10/07/14, 52.7025, 52.7725, 51.9625, 52.0125, 8950228
10/06/14, 53.1475, 53.2875, 52.915, 52.9475, 8937896
10/03/14, 52.7575, 53.075, 52.545, 52.9975, 9966504
10/02/14, 52.25, 52.50, 51.95, 52.43, 11412336
10/01/14, 53.2125, 53.4525, 52.4375, 52.5025, 11687260
09/30/14, 52.7925, 53.5057, 52.755, 53.3425, 11464748
09/29/14, 52.5525, 52.865, 52.28, 52.7325, 8788964
09/26/14, 52.8625, 53.0545, 52.64, 52.985, 7179304
09/25/14, 53.51, 53.5675, 52.6051, 52.6775, 11732268
09/24/14, 53.195, 53.75, 53.0625, 53.6025, 8339704
09/23/14, 53.475, 53.475, 53.115, 53.115, 7963564
09/22/14, 54.245, 54.245, 53.4375, 53.47, 9079768
09/19/14, 54.4225, 54.5375, 53.8725, 54.0625, 20475552
09/18/14, 53.9825, 54.17, 53.7863, 54.11, 9228532
09/17/14, 54.25, 54.3725, 53.425, 53.8825, 12327612
09/16/14, 53.7275, 54.445, 53.4125, 54.325, 9212124
09/15/14, 53.4625, 53.9025, 53.4625, 53.66, 7039100
09/12/14, 53.72, 53.9375, 53.1875, 53.51, 8710976
09/11/14, 54.175, 54.1875, 53.6125, 53.7375, 8873840
09/10/14, 53.5175, 54.6625, 53.51, 54.22, 12646876
09/09/14, 53.8225, 53.8675, 53.50, 53.57, 7328820
09/08/14, 53.5025, 54.055, 53.375, 53.9425, 10275216
09/05/14, 53.59, 53.5925, 53.275, 53.5525, 8202964
09/04/14, 53.86, 54.03, 53.50, 53.565, 9492552
09/03/14, 53.7675, 54.04, 53.5775, 53.725, 7788888
09/02/14, 53.3525, 53.7425, 53.1775, 53.6825, 8077416
08/29/14, 53.64, 53.75, 53.025, 53.13, 14646068
08/28/14, 53.75, 53.935, 53.4425, 53.65, 11083456
08/27/14, 54.28, 54.3825, 53.8227, 54.2825, 8035580
08/26/14, 54.1225, 54.50, 54.045, 54.1825, 6943976
08/25/14, 54.30, 54.33, 53.9625, 54.005, 4963256
08/22/14, 54.05, 54.2375, 53.825, 54.0225, 7163140
08/21/14, 54.125, 54.2425, 53.9275, 53.9375, 5552508
08/20/14, 53.645, 54.11, 53.6075, 54.05, 7296988
08/19/14, 53.6875, 53.9225, 53.5326, 53.75, 8220116
08/18/14, 52.8725, 53.6075, 52.8175, 53.58, 8365424
08/15/14, 53.2225, 53.33, 52.4825, 52.5475, 8999448
08/14/14, 53.0225, 53.1475, 52.8275, 53.13, 7136780
08/13/14, 52.7375, 53.025, 52.615, 52.8575, 6458052
08/12/14, 52.5225, 52.80, 52.3625, 52.575, 6442016
08/11/14, 52.76, 52.804, 52.5075, 52.645, 9029432
08/08/14, 52.22, 52.6375, 52.0525, 52.615, 9272652
08/07/14, 52.795, 52.863, 52.15, 52.26, 9586516
08/06/14, 52.495, 52.845, 52.4525, 52.6725, 7528464
08/05/14, 52.875, 53.0975, 52.2925, 52.635, 11151220
08/04/14, 53.2125, 53.2925, 52.88, 53.04, 8089004
08/01/14, 52.4675, 53.265, 52.445, 52.9525, 14100508
07/31/14, 53.3175, 53.34, 52.7525, 52.7525, 13875508
07/30/14, 53.3725, 53.6975, 53.3613, 53.515, 10435520
07/29/14, 53.60, 53.9275, 53.3325, 53.375, 10581464
07/28/14, 53.605, 53.74, 53.28, 53.555, 10405248
07/25/14, 53.525, 54.175, 52.835, 53.6925, 27530272
07/24/14, 55.8475, 55.9625, 55.4575, 55.685, 11947576
07/23/14, 55.3725, 55.635, 55.17, 55.30, 8198896
07/22/14, 55.23, 55.6475, 55.1525, 55.315, 7699120
07/21/14, 54.8825, 55.0325, 54.6275, 54.805, 6175328
07/18/14, 54.795, 55.4725, 54.73, 55.05, 11083592
07/17/14, 55.485, 55.50, 54.4575, 54.47, 9832240
07/16/14, 55.735, 55.79, 55.27, 55.6675, 8854088
07/15/14, 55.4175, 56.1875, 55.225, 55.445, 10902016
07/14/14, 54.6875, 55.59, 54.4125, 55.2575, 13725012
07/11/14, 53.9875, 54.26, 53.5925, 54.25, 5715920
07/10/14, 53.45, 54.2225, 53.169, 53.885, 8536704
07/09/14, 53.875, 54.07, 53.6275, 54.04, 5178168
07/08/14, 54.1925, 54.2225, 53.2875, 53.815, 12158064
07/07/14, 54.1075, 54.3875, 53.91, 54.185, 6634548
07/03/14, 53.8275, 54.25, 53.775, 54.1275, 5571640
07/02/14, 53.72, 53.8725, 53.5625, 53.71, 5780668
07/01/14, 52.9875, 53.8375, 52.9575, 53.5625, 10995284
06/30/14, 52.165, 52.935, 52.125, 52.6775, 9985672
06/27/14, 52.025, 52.475, 51.9638, 52.32, 12961296
06/26/14, 52.4575, 52.465, 51.89, 52.24, 8580608
06/25/14, 51.8275, 52.6225, 51.8275, 52.265, 8256540
06/24/14, 52.3175, 52.6475, 51.845, 51.9475, 13101672
06/23/14, 52.25, 52.4525, 52.045, 52.3675, 14765224
06/20/14, 52.88, 53.03, 52.275, 52.3725, 18371640
06/19/14, 52.8675, 53.04, 52.005, 52.58, 15331316
06/18/14, 52.6125, 52.8125, 52.2575, 52.8125, 10332768
06/17/14, 52.535, 52.98, 52.475, 52.7025, 5728516
06/16/14, 52.72, 52.7475, 52.4925, 52.56, 7909296
06/13/14, 52.9675, 53.0175, 52.7125, 52.8225, 7085204
06/12/14, 53.0975, 53.2925, 52.8075, 52.9425, 6218044
06/11/14, 53.2475, 53.4775, 53.03, 53.17, 6767444
06/10/14, 53.25, 53.695, 53.1875, 53.5625, 6851652
06/09/14, 53.3725, 53.4975, 52.9075, 53.145, 5516436
06/06/14, 53.1325, 53.35, 52.9025, 53.25, 10002916
06/05/14, 53.03, 53.125, 52.655, 53.055, 6597612
06/04/14, 52.79, 52.8575, 52.3625, 52.8575, 12601292
06/03/14, 53.2575, 53.308, 52.70, 52.83, 9011896
06/02/14, 53.8425, 53.9225, 53.21, 53.38, 6383700
05/30/14, 53.97, 53.9875, 53.3325, 53.7075, 6142704
05/29/14, 53.50, 53.6725, 53.375, 53.6675, 5260332
05/28/14, 53.625, 53.625, 53.2513, 53.45, 7223280
05/27/14, 53.2475, 53.63, 53.205, 53.625, 9677532
05/23/14, 52.4975, 53.0675, 52.4263, 53.0175, 11128052
05/22/14, 52.5325, 52.57, 52.1738, 52.3425, 16870016
05/21/14, 52.2125, 52.6673, 52.1475, 52.525, 9096584
05/20/14, 52.58, 52.58, 51.85, 51.98, 8752780
05/19/14, 52.345, 52.745, 52.2125, 52.59, 7039712
05/16/14, 51.8975, 52.5225, 51.8975, 52.4525, 12283908
05/15/14, 52.25, 52.4225, 51.605, 51.8625, 12698028
05/14/14, 52.80, 52.97, 52.465, 52.465, 6852788
05/13/14, 52.9975, 53.1725, 52.85, 53.015, 7137552
05/12/14, 52.77, 53.12, 52.7575, 52.925, 8732816
05/09/14, 52.545, 52.7175, 52.0375, 52.7025, 11795560
05/08/14, 52.2325, 53.025, 52.1525, 52.725, 14613708
05/07/14, 51.7525, 52.25, 51.1088, 52.175, 14733460
05/06/14, 51.675, 51.755, 51.30, 51.34, 10873108
05/05/14, 50.9375, 51.97, 50.75, 51.7825, 13794736
05/02/14, 51.435, 51.775, 51.00, 51.105, 10909288
05/01/14, 51.025, 51.8275, 50.84, 51.5225, 14273132
04/30/14, 50.565, 50.91, 50.475, 50.6525, 12146640
04/29/14, 50.4725, 51.0125, 50.4475, 50.6675, 12761224
04/28/14, 49.875, 50.4825, 49.7525, 50.355, 24263088
04/25/14, 50.00, 50.95, 49.64, 49.7325, 38252420
04/24/14, 52.45, 52.625, 51.8975, 52.35, 13547036
04/23/14, 52.575, 52.575, 52.00, 52.205, 8823036
04/22/14, 52.335, 52.645, 52.1325, 52.4925, 9840268
04/21/14, 52.245, 52.375, 52.0975, 52.2825, 10024080
04/17/14, 52.585, 52.885, 51.9875, 51.9875, 13379428
04/16/14, 51.75, 52.39, 51.37, 52.34, 15832712
